0 / 1500 epochTrain loss: 1.569029, acc: 0.311 Val loss: 1.189655, acc: 0.413--- 0.3867 seconds ---
1 / 1500 epochTrain loss: 1.347132, acc: 0.366 Val loss: 1.148690, acc: 0.455--- 0.3546 seconds ---
2 / 1500 epochTrain loss: 1.235330, acc: 0.432 Val loss: 1.085095, acc: 0.467--- 0.3552 seconds ---
3 / 1500 epochTrain loss: 1.117805, acc: 0.461 Val loss: 1.067147, acc: 0.478--- 0.3590 seconds ---
4 / 1500 epochTrain loss: 1.050991, acc: 0.475 Val loss: 1.085446, acc: 0.444--- 0.3631 seconds ---
5 / 1500 epochTrain loss: 1.044708, acc: 0.476 Val loss: 1.096052, acc: 0.439--- 0.3632 seconds ---
6 / 1500 epochTrain loss: 1.037427, acc: 0.476 Val loss: 1.092128, acc: 0.447--- 0.3614 seconds ---
7 / 1500 epochTrain loss: 1.020543, acc: 0.485 Val loss: 1.078830, acc: 0.470--- 0.3630 seconds ---
8 / 1500 epochTrain loss: 1.005995, acc: 0.496 Val loss: 1.069889, acc: 0.474--- 0.3680 seconds ---
9 / 1500 epochTrain loss: 0.991514, acc: 0.511 Val loss: 1.063264, acc: 0.493--- 0.3644 seconds ---
10 / 1500 epochTrain loss: 0.982305, acc: 0.516 Val loss: 1.057852, acc: 0.497--- 0.3633 seconds ---
11 / 1500 epochTrain loss: 0.978145, acc: 0.520 Val loss: 1.055736, acc: 0.498--- 0.3610 seconds ---
12 / 1500 epochTrain loss: 0.976613, acc: 0.520 Val loss: 1.052722, acc: 0.498--- 0.3599 seconds ---
13 / 1500 epochTrain loss: 0.971265, acc: 0.526 Val loss: 1.048871, acc: 0.498--- 0.3609 seconds ---
14 / 1500 epochTrain loss: 0.971087, acc: 0.528 Val loss: 1.047606, acc: 0.501--- 0.3599 seconds ---
15 / 1500 epochTrain loss: 0.970836, acc: 0.525 Val loss: 1.048205, acc: 0.500--- 0.3609 seconds ---
16 / 1500 epochTrain loss: 0.967383, acc: 0.526 Val loss: 1.049147, acc: 0.502--- 0.3626 seconds ---
17 / 1500 epochTrain loss: 0.967249, acc: 0.531 Val loss: 1.050874, acc: 0.507--- 0.3632 seconds ---
18 / 1500 epochTrain loss: 0.965057, acc: 0.534 Val loss: 1.053270, acc: 0.511--- 0.3655 seconds ---
19 / 1500 epochTrain loss: 0.963144, acc: 0.535 Val loss: 1.054567, acc: 0.513--- 0.3626 seconds ---
20 / 1500 epochTrain loss: 0.960980, acc: 0.539 Val loss: 1.055129, acc: 0.513--- 0.3615 seconds ---
21 / 1500 epochTrain loss: 0.958623, acc: 0.543 Val loss: 1.059477, acc: 0.513--- 0.3644 seconds ---
22 / 1500 epochTrain loss: 0.960092, acc: 0.540 Val loss: 1.062444, acc: 0.497--- 0.3616 seconds ---
23 / 1500 epochTrain loss: 0.962657, acc: 0.537 Val loss: 1.063036, acc: 0.503--- 0.3622 seconds ---
24 / 1500 epochTrain loss: 0.960983, acc: 0.536 Val loss: 1.063500, acc: 0.499--- 0.3658 seconds ---
25 / 1500 epochTrain loss: 0.961045, acc: 0.534 Val loss: 1.063475, acc: 0.500--- 0.3605 seconds ---
26 / 1500 epochTrain loss: 0.960155, acc: 0.538 Val loss: 1.061568, acc: 0.494--- 0.3629 seconds ---
27 / 1500 epochTrain loss: 0.956552, acc: 0.539 Val loss: 1.062754, acc: 0.490--- 0.3633 seconds ---
28 / 1500 epochTrain loss: 0.955031, acc: 0.539 Val loss: 1.060615, acc: 0.499--- 0.3606 seconds ---
29 / 1500 epochTrain loss: 0.953945, acc: 0.540 Val loss: 1.059381, acc: 0.504--- 0.3598 seconds ---
30 / 1500 epochTrain loss: 0.954874, acc: 0.539 Val loss: 1.059032, acc: 0.513--- 0.3620 seconds ---
31 / 1500 epochTrain loss: 0.950834, acc: 0.537 Val loss: 1.059636, acc: 0.514--- 0.3612 seconds ---
32 / 1500 epochTrain loss: 0.951771, acc: 0.539 Val loss: 1.060143, acc: 0.514--- 0.3616 seconds ---
33 / 1500 epochTrain loss: 0.949940, acc: 0.544 Val loss: 1.063391, acc: 0.512--- 0.3615 seconds ---
34 / 1500 epochTrain loss: 0.949056, acc: 0.543 Val loss: 1.064281, acc: 0.516--- 0.3613 seconds ---
35 / 1500 epochTrain loss: 0.947895, acc: 0.544 Val loss: 1.064061, acc: 0.517--- 0.3625 seconds ---
36 / 1500 epochTrain loss: 0.948736, acc: 0.540 Val loss: 1.065239, acc: 0.517--- 0.3674 seconds ---
37 / 1500 epochTrain loss: 0.947469, acc: 0.545 Val loss: 1.065391, acc: 0.514--- 0.3662 seconds ---
38 / 1500 epochTrain loss: 0.946087, acc: 0.544 Val loss: 1.064042, acc: 0.517--- 0.3598 seconds ---
39 / 1500 epochTrain loss: 0.946647, acc: 0.544 Val loss: 1.062652, acc: 0.520--- 0.3600 seconds ---
40 / 1500 epochTrain loss: 0.943029, acc: 0.549 Val loss: 1.062054, acc: 0.521--- 0.3615 seconds ---
41 / 1500 epochTrain loss: 0.944420, acc: 0.544 Val loss: 1.062082, acc: 0.516--- 0.3598 seconds ---
42 / 1500 epochTrain loss: 0.943030, acc: 0.548 Val loss: 1.063783, acc: 0.512--- 0.3604 seconds ---
43 / 1500 epochTrain loss: 0.940256, acc: 0.548 Val loss: 1.064936, acc: 0.511--- 0.3594 seconds ---
44 / 1500 epochTrain loss: 0.939403, acc: 0.551 Val loss: 1.068849, acc: 0.510--- 0.3604 seconds ---
45 / 1500 epochTrain loss: 0.941033, acc: 0.550 Val loss: 1.072616, acc: 0.513--- 0.3643 seconds ---
46 / 1500 epochTrain loss: 0.937708, acc: 0.557 Val loss: 1.074744, acc: 0.510--- 0.3628 seconds ---
47 / 1500 epochTrain loss: 0.936940, acc: 0.555 Val loss: 1.077053, acc: 0.510--- 0.3625 seconds ---
48 / 1500 epochTrain loss: 0.938461, acc: 0.553 Val loss: 1.075494, acc: 0.511--- 0.3619 seconds ---
49 / 1500 epochTrain loss: 0.936112, acc: 0.559 Val loss: 1.074864, acc: 0.506--- 0.3622 seconds ---
50 / 1500 epochTrain loss: 0.938605, acc: 0.553 Val loss: 1.072686, acc: 0.507--- 0.3601 seconds ---
51 / 1500 epochTrain loss: 0.935783, acc: 0.552 Val loss: 1.070419, acc: 0.510--- 0.3588 seconds ---
52 / 1500 epochTrain loss: 0.935257, acc: 0.553 Val loss: 1.069953, acc: 0.510--- 0.3621 seconds ---
53 / 1500 epochTrain loss: 0.933875, acc: 0.555 Val loss: 1.071394, acc: 0.508--- 0.3629 seconds ---
54 / 1500 epochTrain loss: 0.934418, acc: 0.556 Val loss: 1.071823, acc: 0.509--- 0.3620 seconds ---
55 / 1500 epochTrain loss: 0.933350, acc: 0.558 Val loss: 1.074918, acc: 0.511--- 0.3618 seconds ---
56 / 1500 epochTrain loss: 0.931704, acc: 0.556 Val loss: 1.076180, acc: 0.515--- 0.3605 seconds ---
57 / 1500 epochTrain loss: 0.932632, acc: 0.559 Val loss: 1.076320, acc: 0.514--- 0.3612 seconds ---
58 / 1500 epochTrain loss: 0.931405, acc: 0.561 Val loss: 1.075461, acc: 0.513--- 0.3641 seconds ---
59 / 1500 epochTrain loss: 0.929388, acc: 0.560 Val loss: 1.076515, acc: 0.512--- 0.3621 seconds ---
60 / 1500 epochTrain loss: 0.928781, acc: 0.560 Val loss: 1.075154, acc: 0.511--- 0.3598 seconds ---
61 / 1500 epochTrain loss: 0.929399, acc: 0.561 Val loss: 1.075141, acc: 0.510--- 0.3638 seconds ---
62 / 1500 epochTrain loss: 0.927602, acc: 0.563 Val loss: 1.074565, acc: 0.515--- 0.3601 seconds ---
63 / 1500 epochTrain loss: 0.925465, acc: 0.564 Val loss: 1.075352, acc: 0.512--- 0.3620 seconds ---
64 / 1500 epochTrain loss: 0.927965, acc: 0.564 Val loss: 1.074676, acc: 0.508--- 0.3617 seconds ---
65 / 1500 epochTrain loss: 0.928006, acc: 0.563 Val loss: 1.072013, acc: 0.514--- 0.3604 seconds ---
66 / 1500 epochTrain loss: 0.925982, acc: 0.564 Val loss: 1.071028, acc: 0.513--- 0.3615 seconds ---
67 / 1500 epochTrain loss: 0.926291, acc: 0.565 Val loss: 1.071443, acc: 0.514--- 0.3614 seconds ---
68 / 1500 epochTrain loss: 0.925116, acc: 0.564 Val loss: 1.073302, acc: 0.514--- 0.3619 seconds ---
69 / 1500 epochTrain loss: 0.925198, acc: 0.568 Val loss: 1.076108, acc: 0.511--- 0.3617 seconds ---
70 / 1500 epochTrain loss: 0.922836, acc: 0.568 Val loss: 1.077836, acc: 0.512--- 0.3609 seconds ---
71 / 1500 epochTrain loss: 0.922954, acc: 0.566 Val loss: 1.080498, acc: 0.515--- 0.3601 seconds ---
72 / 1500 epochTrain loss: 0.923010, acc: 0.569 Val loss: 1.083050, acc: 0.515--- 0.3831 seconds ---
73 / 1500 epochTrain loss: 0.922475, acc: 0.567 Val loss: 1.084235, acc: 0.513--- 0.3609 seconds ---
74 / 1500 epochTrain loss: 0.922769, acc: 0.568 Val loss: 1.083705, acc: 0.515--- 0.3643 seconds ---
75 / 1500 epochTrain loss: 0.922792, acc: 0.565 Val loss: 1.080787, acc: 0.517--- 0.3658 seconds ---
76 / 1500 epochTrain loss: 0.922677, acc: 0.567 Val loss: 1.078575, acc: 0.513--- 0.3635 seconds ---
77 / 1500 epochTrain loss: 0.920831, acc: 0.568 Val loss: 1.078205, acc: 0.515--- 0.3626 seconds ---
78 / 1500 epochTrain loss: 0.920643, acc: 0.569 Val loss: 1.078454, acc: 0.520--- 0.3627 seconds ---
79 / 1500 epochTrain loss: 0.922423, acc: 0.565 Val loss: 1.079668, acc: 0.520--- 0.3615 seconds ---
80 / 1500 epochTrain loss: 0.920106, acc: 0.568 Val loss: 1.079272, acc: 0.519--- 0.3638 seconds ---
81 / 1500 epochTrain loss: 0.919895, acc: 0.566 Val loss: 1.081966, acc: 0.521--- 0.3635 seconds ---
82 / 1500 epochTrain loss: 0.919204, acc: 0.571 Val loss: 1.084782, acc: 0.519--- 0.3642 seconds ---
83 / 1500 epochTrain loss: 0.919493, acc: 0.568 Val loss: 1.083781, acc: 0.522--- 0.3647 seconds ---
84 / 1500 epochTrain loss: 0.918595, acc: 0.569 Val loss: 1.082470, acc: 0.524--- 0.3636 seconds ---
85 / 1500 epochTrain loss: 0.917986, acc: 0.569 Val loss: 1.082916, acc: 0.523--- 0.3625 seconds ---
86 / 1500 epochTrain loss: 0.917742, acc: 0.569 Val loss: 1.083221, acc: 0.521--- 0.3640 seconds ---
87 / 1500 epochTrain loss: 0.918175, acc: 0.567 Val loss: 1.085479, acc: 0.525--- 0.3625 seconds ---
88 / 1500 epochTrain loss: 0.918133, acc: 0.569 Val loss: 1.084126, acc: 0.528--- 0.3634 seconds ---
89 / 1500 epochTrain loss: 0.916222, acc: 0.570 Val loss: 1.083211, acc: 0.527--- 0.3695 seconds ---
90 / 1500 epochTrain loss: 0.917308, acc: 0.565 Val loss: 1.085123, acc: 0.520--- 0.3612 seconds ---
91 / 1500 epochTrain loss: 0.916755, acc: 0.568 Val loss: 1.087800, acc: 0.514--- 0.3644 seconds ---
92 / 1500 epochTrain loss: 0.916030, acc: 0.565 Val loss: 1.089622, acc: 0.508--- 0.3636 seconds ---
93 / 1500 epochTrain loss: 0.914542, acc: 0.567 Val loss: 1.089450, acc: 0.518--- 0.3635 seconds ---
94 / 1500 epochTrain loss: 0.914705, acc: 0.568 Val loss: 1.090988, acc: 0.518--- 0.3623 seconds ---
95 / 1500 epochTrain loss: 0.915836, acc: 0.567 Val loss: 1.094074, acc: 0.516--- 0.3632 seconds ---
96 / 1500 epochTrain loss: 0.915161, acc: 0.570 Val loss: 1.094314, acc: 0.517--- 0.3631 seconds ---
97 / 1500 epochTrain loss: 0.913016, acc: 0.571 Val loss: 1.091290, acc: 0.524--- 0.3645 seconds ---
98 / 1500 epochTrain loss: 0.914109, acc: 0.571 Val loss: 1.089861, acc: 0.522--- 0.3632 seconds ---
99 / 1500 epochTrain loss: 0.915866, acc: 0.570 Val loss: 1.091514, acc: 0.526--- 0.3649 seconds ---
100 / 1500 epochTrain loss: 0.913758, acc: 0.570 Val loss: 1.093749, acc: 0.525--- 0.3641 seconds ---
101 / 1500 epochTrain loss: 0.914719, acc: 0.568 Val loss: 1.093235, acc: 0.527--- 0.3656 seconds ---
102 / 1500 epochTrain loss: 0.912559, acc: 0.571 Val loss: 1.093311, acc: 0.530--- 0.3660 seconds ---
103 / 1500 epochTrain loss: 0.914530, acc: 0.567 Val loss: 1.094952, acc: 0.526--- 0.3648 seconds ---
104 / 1500 epochTrain loss: 0.912008, acc: 0.572 Val loss: 1.099014, acc: 0.527--- 0.3619 seconds ---
105 / 1500 epochTrain loss: 0.910969, acc: 0.574 Val loss: 1.097453, acc: 0.526--- 0.3654 seconds ---
106 / 1500 epochTrain loss: 0.911715, acc: 0.569 Val loss: 1.094400, acc: 0.527--- 0.3648 seconds ---
107 / 1500 epochTrain loss: 0.912290, acc: 0.570 Val loss: 1.092880, acc: 0.526--- 0.3760 seconds ---
108 / 1500 epochTrain loss: 0.911412, acc: 0.570 Val loss: 1.093796, acc: 0.526--- 0.3643 seconds ---
109 / 1500 epochTrain loss: 0.910845, acc: 0.570 Val loss: 1.091422, acc: 0.525--- 0.3627 seconds ---
110 / 1500 epochTrain loss: 0.910055, acc: 0.572 Val loss: 1.087099, acc: 0.530--- 0.3602 seconds ---
111 / 1500 epochTrain loss: 0.908439, acc: 0.572 Val loss: 1.091201, acc: 0.526--- 0.3616 seconds ---
112 / 1500 epochTrain loss: 0.911007, acc: 0.573 Val loss: 1.095770, acc: 0.518--- 0.3628 seconds ---
113 / 1500 epochTrain loss: 0.910406, acc: 0.570 Val loss: 1.092024, acc: 0.522--- 0.3629 seconds ---
114 / 1500 epochTrain loss: 0.910266, acc: 0.571 Val loss: 1.093049, acc: 0.525--- 0.3635 seconds ---
115 / 1500 epochTrain loss: 0.909160, acc: 0.571 Val loss: 1.094623, acc: 0.519--- 0.3673 seconds ---
116 / 1500 epochTrain loss: 0.909487, acc: 0.572 Val loss: 1.096995, acc: 0.511--- 0.3642 seconds ---
117 / 1500 epochTrain loss: 0.910405, acc: 0.571 Val loss: 1.096443, acc: 0.512--- 0.3625 seconds ---
118 / 1500 epochTrain loss: 0.908996, acc: 0.571 Val loss: 1.096278, acc: 0.519--- 0.3663 seconds ---
119 / 1500 epochTrain loss: 0.907071, acc: 0.572 Val loss: 1.100572, acc: 0.515--- 0.3609 seconds ---
120 / 1500 epochTrain loss: 0.907686, acc: 0.572 Val loss: 1.107491, acc: 0.515--- 0.3625 seconds ---
121 / 1500 epochTrain loss: 0.908008, acc: 0.572 Val loss: 1.106095, acc: 0.518--- 0.3632 seconds ---
122 / 1500 epochTrain loss: 0.908011, acc: 0.573 Val loss: 1.107341, acc: 0.515--- 0.3617 seconds ---
123 / 1500 epochTrain loss: 0.907280, acc: 0.573 Val loss: 1.108140, acc: 0.512--- 0.3642 seconds ---
124 / 1500 epochTrain loss: 0.907512, acc: 0.571 Val loss: 1.106083, acc: 0.518--- 0.3619 seconds ---
125 / 1500 epochTrain loss: 0.907891, acc: 0.573 Val loss: 1.105374, acc: 0.519--- 0.3626 seconds ---
126 / 1500 epochTrain loss: 0.906705, acc: 0.573 Val loss: 1.109229, acc: 0.520--- 0.3626 seconds ---
127 / 1500 epochTrain loss: 0.907853, acc: 0.571 Val loss: 1.109607, acc: 0.519--- 0.3620 seconds ---
128 / 1500 epochTrain loss: 0.905426, acc: 0.574 Val loss: 1.103928, acc: 0.517--- 0.3614 seconds ---
129 / 1500 epochTrain loss: 0.906235, acc: 0.575 Val loss: 1.104357, acc: 0.516--- 0.3613 seconds ---
130 / 1500 epochTrain loss: 0.907067, acc: 0.572 Val loss: 1.105066, acc: 0.509--- 0.3640 seconds ---
131 / 1500 epochTrain loss: 0.907293, acc: 0.571 Val loss: 1.099301, acc: 0.512--- 0.3657 seconds ---
132 / 1500 epochTrain loss: 0.905186, acc: 0.577 Val loss: 1.101395, acc: 0.512--- 0.3611 seconds ---
133 / 1500 epochTrain loss: 0.906438, acc: 0.573 Val loss: 1.106297, acc: 0.513--- 0.3639 seconds ---
134 / 1500 epochTrain loss: 0.905954, acc: 0.573 Val loss: 1.105233, acc: 0.516--- 0.3666 seconds ---
135 / 1500 epochTrain loss: 0.906933, acc: 0.575 Val loss: 1.102436, acc: 0.518--- 0.3628 seconds ---
136 / 1500 epochTrain loss: 0.906955, acc: 0.575 Val loss: 1.106484, acc: 0.514--- 0.3639 seconds ---
137 / 1500 epochTrain loss: 0.907791, acc: 0.573 Val loss: 1.109087, acc: 0.517--- 0.3629 seconds ---
138 / 1500 epochTrain loss: 0.905890, acc: 0.572 Val loss: 1.103397, acc: 0.519--- 0.3638 seconds ---
