0 / 1500 epochTrain loss: 3.896446, acc: 0.243 Val loss: 1.806407, acc: 0.434--- 0.2261 seconds ---
1 / 1500 epochTrain loss: 2.348928, acc: 0.325 Val loss: 1.812263, acc: 0.495--- 0.1793 seconds ---
2 / 1500 epochTrain loss: 2.193264, acc: 0.461 Val loss: 1.973427, acc: 0.495--- 0.1897 seconds ---
3 / 1500 epochTrain loss: 2.307667, acc: 0.474 Val loss: 1.606661, acc: 0.495--- 0.1894 seconds ---
4 / 1500 epochTrain loss: 1.942636, acc: 0.511 Val loss: 1.266640, acc: 0.646--- 0.1808 seconds ---
5 / 1500 epochTrain loss: 1.650757, acc: 0.518 Val loss: 1.106697, acc: 0.687--- 0.1806 seconds ---
6 / 1500 epochTrain loss: 1.431930, acc: 0.563 Val loss: 0.947660, acc: 0.657--- 0.1803 seconds ---
7 / 1500 epochTrain loss: 1.263044, acc: 0.571 Val loss: 0.825560, acc: 0.697--- 0.1802 seconds ---
8 / 1500 epochTrain loss: 1.077943, acc: 0.594 Val loss: 0.772842, acc: 0.687--- 0.1808 seconds ---
9 / 1500 epochTrain loss: 1.037875, acc: 0.590 Val loss: 0.772111, acc: 0.646--- 0.1800 seconds ---
10 / 1500 epochTrain loss: 0.999497, acc: 0.581 Val loss: 0.775069, acc: 0.606--- 0.1809 seconds ---
11 / 1500 epochTrain loss: 1.004030, acc: 0.573 Val loss: 0.748884, acc: 0.616--- 0.1796 seconds ---
12 / 1500 epochTrain loss: 0.973030, acc: 0.585 Val loss: 0.704320, acc: 0.616--- 0.1803 seconds ---
13 / 1500 epochTrain loss: 0.955881, acc: 0.589 Val loss: 0.674518, acc: 0.727--- 0.1805 seconds ---
14 / 1500 epochTrain loss: 0.929468, acc: 0.594 Val loss: 0.673553, acc: 0.707--- 0.1811 seconds ---
15 / 1500 epochTrain loss: 0.934770, acc: 0.588 Val loss: 0.684941, acc: 0.697--- 0.1807 seconds ---
16 / 1500 epochTrain loss: 0.908429, acc: 0.601 Val loss: 0.692354, acc: 0.677--- 0.1795 seconds ---
17 / 1500 epochTrain loss: 0.884978, acc: 0.602 Val loss: 0.702839, acc: 0.667--- 0.1794 seconds ---
18 / 1500 epochTrain loss: 0.874031, acc: 0.618 Val loss: 0.718888, acc: 0.667--- 0.1795 seconds ---
19 / 1500 epochTrain loss: 0.878569, acc: 0.613 Val loss: 0.735062, acc: 0.646--- 0.1796 seconds ---
20 / 1500 epochTrain loss: 0.893782, acc: 0.604 Val loss: 0.737491, acc: 0.646--- 0.1792 seconds ---
21 / 1500 epochTrain loss: 0.874632, acc: 0.627 Val loss: 0.717464, acc: 0.677--- 0.1803 seconds ---
22 / 1500 epochTrain loss: 0.858058, acc: 0.633 Val loss: 0.684218, acc: 0.687--- 0.1795 seconds ---
23 / 1500 epochTrain loss: 0.804493, acc: 0.652 Val loss: 0.649935, acc: 0.697--- 0.1795 seconds ---
24 / 1500 epochTrain loss: 0.810830, acc: 0.626 Val loss: 0.629172, acc: 0.707--- 0.1803 seconds ---
25 / 1500 epochTrain loss: 0.785150, acc: 0.641 Val loss: 0.625732, acc: 0.717--- 0.1809 seconds ---
26 / 1500 epochTrain loss: 0.802903, acc: 0.645 Val loss: 0.629326, acc: 0.737--- 0.1799 seconds ---
27 / 1500 epochTrain loss: 0.799966, acc: 0.647 Val loss: 0.630812, acc: 0.758--- 0.1803 seconds ---
28 / 1500 epochTrain loss: 0.784821, acc: 0.662 Val loss: 0.628599, acc: 0.778--- 0.1804 seconds ---
29 / 1500 epochTrain loss: 0.797900, acc: 0.633 Val loss: 0.624829, acc: 0.758--- 0.1798 seconds ---
30 / 1500 epochTrain loss: 0.767494, acc: 0.667 Val loss: 0.623162, acc: 0.737--- 0.1806 seconds ---
31 / 1500 epochTrain loss: 0.746175, acc: 0.668 Val loss: 0.624480, acc: 0.737--- 0.1808 seconds ---
32 / 1500 epochTrain loss: 0.744803, acc: 0.674 Val loss: 0.624405, acc: 0.727--- 0.1801 seconds ---
33 / 1500 epochTrain loss: 0.729592, acc: 0.694 Val loss: 0.620785, acc: 0.747--- 0.1789 seconds ---
34 / 1500 epochTrain loss: 0.733802, acc: 0.677 Val loss: 0.613389, acc: 0.727--- 0.1806 seconds ---
35 / 1500 epochTrain loss: 0.723945, acc: 0.693 Val loss: 0.605737, acc: 0.727--- 0.1810 seconds ---
36 / 1500 epochTrain loss: 0.727275, acc: 0.690 Val loss: 0.601084, acc: 0.727--- 0.1806 seconds ---
37 / 1500 epochTrain loss: 0.710124, acc: 0.688 Val loss: 0.599117, acc: 0.758--- 0.1801 seconds ---
38 / 1500 epochTrain loss: 0.707860, acc: 0.706 Val loss: 0.597181, acc: 0.747--- 0.1799 seconds ---
39 / 1500 epochTrain loss: 0.716643, acc: 0.676 Val loss: 0.593543, acc: 0.758--- 0.1798 seconds ---
40 / 1500 epochTrain loss: 0.699612, acc: 0.702 Val loss: 0.589263, acc: 0.788--- 0.1806 seconds ---
41 / 1500 epochTrain loss: 0.692632, acc: 0.706 Val loss: 0.586933, acc: 0.778--- 0.1805 seconds ---
42 / 1500 epochTrain loss: 0.677788, acc: 0.723 Val loss: 0.586398, acc: 0.778--- 0.1810 seconds ---
43 / 1500 epochTrain loss: 0.689627, acc: 0.709 Val loss: 0.586808, acc: 0.768--- 0.1808 seconds ---
44 / 1500 epochTrain loss: 0.681604, acc: 0.727 Val loss: 0.585286, acc: 0.788--- 0.1796 seconds ---
45 / 1500 epochTrain loss: 0.678114, acc: 0.727 Val loss: 0.580737, acc: 0.778--- 0.1809 seconds ---
46 / 1500 epochTrain loss: 0.678341, acc: 0.724 Val loss: 0.574795, acc: 0.788--- 0.1805 seconds ---
47 / 1500 epochTrain loss: 0.677837, acc: 0.732 Val loss: 0.569216, acc: 0.788--- 0.1811 seconds ---
48 / 1500 epochTrain loss: 0.662362, acc: 0.734 Val loss: 0.564652, acc: 0.798--- 0.1803 seconds ---
49 / 1500 epochTrain loss: 0.655726, acc: 0.744 Val loss: 0.561217, acc: 0.808--- 0.1807 seconds ---
50 / 1500 epochTrain loss: 0.643755, acc: 0.742 Val loss: 0.557670, acc: 0.808--- 0.1810 seconds ---
51 / 1500 epochTrain loss: 0.638272, acc: 0.752 Val loss: 0.553443, acc: 0.808--- 0.1804 seconds ---
52 / 1500 epochTrain loss: 0.631888, acc: 0.742 Val loss: 0.549135, acc: 0.788--- 0.1811 seconds ---
53 / 1500 epochTrain loss: 0.630609, acc: 0.751 Val loss: 0.545530, acc: 0.788--- 0.1808 seconds ---
54 / 1500 epochTrain loss: 0.612020, acc: 0.766 Val loss: 0.542378, acc: 0.808--- 0.1802 seconds ---
55 / 1500 epochTrain loss: 0.622562, acc: 0.756 Val loss: 0.539222, acc: 0.808--- 0.1810 seconds ---
56 / 1500 epochTrain loss: 0.608556, acc: 0.764 Val loss: 0.534748, acc: 0.808--- 0.1807 seconds ---
57 / 1500 epochTrain loss: 0.611505, acc: 0.768 Val loss: 0.529140, acc: 0.798--- 0.1811 seconds ---
58 / 1500 epochTrain loss: 0.602219, acc: 0.769 Val loss: 0.522958, acc: 0.808--- 0.1806 seconds ---
59 / 1500 epochTrain loss: 0.598066, acc: 0.769 Val loss: 0.516689, acc: 0.808--- 0.1803 seconds ---
60 / 1500 epochTrain loss: 0.604367, acc: 0.776 Val loss: 0.510921, acc: 0.818--- 0.1822 seconds ---
61 / 1500 epochTrain loss: 0.581124, acc: 0.776 Val loss: 0.505121, acc: 0.818--- 0.1867 seconds ---
62 / 1500 epochTrain loss: 0.571196, acc: 0.793 Val loss: 0.499189, acc: 0.828--- 0.1862 seconds ---
63 / 1500 epochTrain loss: 0.574589, acc: 0.784 Val loss: 0.494136, acc: 0.828--- 0.1809 seconds ---
64 / 1500 epochTrain loss: 0.579559, acc: 0.778 Val loss: 0.489868, acc: 0.808--- 0.1807 seconds ---
65 / 1500 epochTrain loss: 0.569571, acc: 0.783 Val loss: 0.485399, acc: 0.818--- 0.1808 seconds ---
66 / 1500 epochTrain loss: 0.542564, acc: 0.808 Val loss: 0.480665, acc: 0.808--- 0.1808 seconds ---
67 / 1500 epochTrain loss: 0.555943, acc: 0.778 Val loss: 0.475752, acc: 0.798--- 0.1806 seconds ---
68 / 1500 epochTrain loss: 0.545305, acc: 0.791 Val loss: 0.470905, acc: 0.798--- 0.1804 seconds ---
