0 / 1500 epochTrain loss: 1.614352, acc: 0.174 Val loss: 1.584891, acc: 0.260--- 0.1556 seconds ---
1 / 1500 epochTrain loss: 1.585341, acc: 0.298 Val loss: 1.559861, acc: 0.380--- 0.1461 seconds ---
2 / 1500 epochTrain loss: 1.560181, acc: 0.392 Val loss: 1.532387, acc: 0.430--- 0.1465 seconds ---
3 / 1500 epochTrain loss: 1.534735, acc: 0.422 Val loss: 1.503844, acc: 0.460--- 0.1458 seconds ---
4 / 1500 epochTrain loss: 1.507691, acc: 0.451 Val loss: 1.472572, acc: 0.470--- 0.1458 seconds ---
5 / 1500 epochTrain loss: 1.477413, acc: 0.454 Val loss: 1.439667, acc: 0.480--- 0.1458 seconds ---
6 / 1500 epochTrain loss: 1.442641, acc: 0.456 Val loss: 1.403774, acc: 0.460--- 0.1471 seconds ---
7 / 1500 epochTrain loss: 1.407122, acc: 0.476 Val loss: 1.364367, acc: 0.510--- 0.1468 seconds ---
8 / 1500 epochTrain loss: 1.375108, acc: 0.463 Val loss: 1.326168, acc: 0.510--- 0.1464 seconds ---
9 / 1500 epochTrain loss: 1.334447, acc: 0.478 Val loss: 1.287389, acc: 0.530--- 0.1468 seconds ---
10 / 1500 epochTrain loss: 1.297783, acc: 0.492 Val loss: 1.246992, acc: 0.530--- 0.1457 seconds ---
11 / 1500 epochTrain loss: 1.256213, acc: 0.511 Val loss: 1.207902, acc: 0.530--- 0.1461 seconds ---
12 / 1500 epochTrain loss: 1.220333, acc: 0.517 Val loss: 1.171201, acc: 0.540--- 0.1458 seconds ---
13 / 1500 epochTrain loss: 1.176491, acc: 0.544 Val loss: 1.132722, acc: 0.550--- 0.1459 seconds ---
14 / 1500 epochTrain loss: 1.152009, acc: 0.537 Val loss: 1.096447, acc: 0.600--- 0.1544 seconds ---
15 / 1500 epochTrain loss: 1.110190, acc: 0.567 Val loss: 1.062596, acc: 0.590--- 0.1490 seconds ---
16 / 1500 epochTrain loss: 1.074964, acc: 0.575 Val loss: 1.028141, acc: 0.600--- 0.1460 seconds ---
17 / 1500 epochTrain loss: 1.038538, acc: 0.591 Val loss: 0.995767, acc: 0.610--- 0.1467 seconds ---
18 / 1500 epochTrain loss: 1.012075, acc: 0.601 Val loss: 0.963894, acc: 0.640--- 0.1468 seconds ---
19 / 1500 epochTrain loss: 0.978725, acc: 0.610 Val loss: 0.931991, acc: 0.640--- 0.1454 seconds ---
20 / 1500 epochTrain loss: 0.952236, acc: 0.616 Val loss: 0.901270, acc: 0.670--- 0.1461 seconds ---
21 / 1500 epochTrain loss: 0.924943, acc: 0.640 Val loss: 0.879444, acc: 0.680--- 0.1459 seconds ---
22 / 1500 epochTrain loss: 0.899739, acc: 0.645 Val loss: 0.856952, acc: 0.680--- 0.1459 seconds ---
23 / 1500 epochTrain loss: 0.886709, acc: 0.646 Val loss: 0.838686, acc: 0.670--- 0.1456 seconds ---
24 / 1500 epochTrain loss: 0.857882, acc: 0.667 Val loss: 0.821312, acc: 0.670--- 0.1458 seconds ---
25 / 1500 epochTrain loss: 0.838715, acc: 0.662 Val loss: 0.802017, acc: 0.680--- 0.1456 seconds ---
26 / 1500 epochTrain loss: 0.808533, acc: 0.679 Val loss: 0.790968, acc: 0.660--- 0.1461 seconds ---
27 / 1500 epochTrain loss: 0.806947, acc: 0.675 Val loss: 0.781083, acc: 0.670--- 0.1458 seconds ---
28 / 1500 epochTrain loss: 0.806512, acc: 0.676 Val loss: 0.776075, acc: 0.680--- 0.1466 seconds ---
29 / 1500 epochTrain loss: 0.785913, acc: 0.671 Val loss: 0.765665, acc: 0.690--- 0.1457 seconds ---
30 / 1500 epochTrain loss: 0.772246, acc: 0.689 Val loss: 0.761495, acc: 0.690--- 0.1462 seconds ---
31 / 1500 epochTrain loss: 0.774275, acc: 0.675 Val loss: 0.758195, acc: 0.700--- 0.1465 seconds ---
32 / 1500 epochTrain loss: 0.755201, acc: 0.695 Val loss: 0.751382, acc: 0.700--- 0.1459 seconds ---
33 / 1500 epochTrain loss: 0.745138, acc: 0.691 Val loss: 0.744994, acc: 0.710--- 0.1458 seconds ---
34 / 1500 epochTrain loss: 0.735100, acc: 0.691 Val loss: 0.733864, acc: 0.710--- 0.1461 seconds ---
35 / 1500 epochTrain loss: 0.719057, acc: 0.705 Val loss: 0.726748, acc: 0.720--- 0.1466 seconds ---
36 / 1500 epochTrain loss: 0.706063, acc: 0.707 Val loss: 0.725105, acc: 0.720--- 0.1459 seconds ---
37 / 1500 epochTrain loss: 0.719178, acc: 0.713 Val loss: 0.718130, acc: 0.720--- 0.1453 seconds ---
38 / 1500 epochTrain loss: 0.710395, acc: 0.703 Val loss: 0.715544, acc: 0.730--- 0.1457 seconds ---
39 / 1500 epochTrain loss: 0.694843, acc: 0.714 Val loss: 0.712129, acc: 0.720--- 0.1462 seconds ---
40 / 1500 epochTrain loss: 0.676100, acc: 0.725 Val loss: 0.703520, acc: 0.720--- 0.1462 seconds ---
41 / 1500 epochTrain loss: 0.679418, acc: 0.733 Val loss: 0.694212, acc: 0.720--- 0.1456 seconds ---
