0 / 1500 epochTrain loss: 1.111446, acc: 0.299 Val loss: 1.087715, acc: 0.417--- 0.3895 seconds ---
1 / 1500 epochTrain loss: 1.086574, acc: 0.394 Val loss: 1.074132, acc: 0.452--- 0.4020 seconds ---
2 / 1500 epochTrain loss: 1.068911, acc: 0.439 Val loss: 1.061619, acc: 0.486--- 0.4025 seconds ---
3 / 1500 epochTrain loss: 1.052969, acc: 0.469 Val loss: 1.049947, acc: 0.491--- 0.4081 seconds ---
4 / 1500 epochTrain loss: 1.039065, acc: 0.483 Val loss: 1.040050, acc: 0.494--- 0.4030 seconds ---
5 / 1500 epochTrain loss: 1.026018, acc: 0.486 Val loss: 1.032903, acc: 0.503--- 0.4003 seconds ---
6 / 1500 epochTrain loss: 1.014763, acc: 0.494 Val loss: 1.029558, acc: 0.509--- 0.3980 seconds ---
7 / 1500 epochTrain loss: 1.007200, acc: 0.497 Val loss: 1.029456, acc: 0.514--- 0.3999 seconds ---
8 / 1500 epochTrain loss: 1.001971, acc: 0.504 Val loss: 1.032137, acc: 0.516--- 0.4023 seconds ---
9 / 1500 epochTrain loss: 0.998193, acc: 0.508 Val loss: 1.035221, acc: 0.522--- 0.4006 seconds ---
10 / 1500 epochTrain loss: 0.997512, acc: 0.510 Val loss: 1.038403, acc: 0.523--- 0.4020 seconds ---
11 / 1500 epochTrain loss: 0.998257, acc: 0.515 Val loss: 1.039766, acc: 0.523--- 0.4004 seconds ---
12 / 1500 epochTrain loss: 0.995782, acc: 0.520 Val loss: 1.038609, acc: 0.520--- 0.3996 seconds ---
13 / 1500 epochTrain loss: 0.995323, acc: 0.521 Val loss: 1.034876, acc: 0.519--- 0.4021 seconds ---
14 / 1500 epochTrain loss: 0.993642, acc: 0.521 Val loss: 1.030379, acc: 0.517--- 0.4015 seconds ---
15 / 1500 epochTrain loss: 0.990403, acc: 0.524 Val loss: 1.025957, acc: 0.521--- 0.4047 seconds ---
16 / 1500 epochTrain loss: 0.986958, acc: 0.525 Val loss: 1.021595, acc: 0.523--- 0.4024 seconds ---
17 / 1500 epochTrain loss: 0.984790, acc: 0.527 Val loss: 1.019637, acc: 0.525--- 0.4045 seconds ---
18 / 1500 epochTrain loss: 0.984826, acc: 0.530 Val loss: 1.018078, acc: 0.524--- 0.4031 seconds ---
19 / 1500 epochTrain loss: 0.984409, acc: 0.530 Val loss: 1.018343, acc: 0.528--- 0.4017 seconds ---
20 / 1500 epochTrain loss: 0.984897, acc: 0.531 Val loss: 1.019058, acc: 0.525--- 0.4037 seconds ---
21 / 1500 epochTrain loss: 0.984060, acc: 0.531 Val loss: 1.019901, acc: 0.523--- 0.4000 seconds ---
22 / 1500 epochTrain loss: 0.982923, acc: 0.530 Val loss: 1.020906, acc: 0.523--- 0.3999 seconds ---
23 / 1500 epochTrain loss: 0.981112, acc: 0.531 Val loss: 1.022014, acc: 0.528--- 0.4005 seconds ---
