0 / 1500 epochTrain loss: 2.751379, acc: 0.249 Val loss: 1.258828, acc: 0.485--- 0.2130 seconds ---
1 / 1500 epochTrain loss: 1.736225, acc: 0.451 Val loss: 0.898086, acc: 0.646--- 0.1869 seconds ---
2 / 1500 epochTrain loss: 1.241090, acc: 0.516 Val loss: 0.860231, acc: 0.667--- 0.1861 seconds ---
3 / 1500 epochTrain loss: 1.119487, acc: 0.530 Val loss: 0.789995, acc: 0.697--- 0.1863 seconds ---
4 / 1500 epochTrain loss: 0.968809, acc: 0.579 Val loss: 0.801779, acc: 0.687--- 0.1855 seconds ---
5 / 1500 epochTrain loss: 0.930815, acc: 0.595 Val loss: 0.835135, acc: 0.677--- 0.1851 seconds ---
6 / 1500 epochTrain loss: 0.943259, acc: 0.607 Val loss: 0.840000, acc: 0.677--- 0.1879 seconds ---
7 / 1500 epochTrain loss: 0.913291, acc: 0.631 Val loss: 0.837237, acc: 0.717--- 0.1849 seconds ---
8 / 1500 epochTrain loss: 0.839340, acc: 0.651 Val loss: 0.831532, acc: 0.717--- 0.1862 seconds ---
9 / 1500 epochTrain loss: 0.829991, acc: 0.646 Val loss: 0.810770, acc: 0.717--- 0.1862 seconds ---
10 / 1500 epochTrain loss: 0.823667, acc: 0.640 Val loss: 0.787887, acc: 0.717--- 0.1854 seconds ---
11 / 1500 epochTrain loss: 0.844955, acc: 0.645 Val loss: 0.770627, acc: 0.727--- 0.1876 seconds ---
12 / 1500 epochTrain loss: 0.836039, acc: 0.648 Val loss: 0.762564, acc: 0.737--- 0.1858 seconds ---
13 / 1500 epochTrain loss: 0.794976, acc: 0.660 Val loss: 0.766873, acc: 0.717--- 0.1852 seconds ---
14 / 1500 epochTrain loss: 0.769706, acc: 0.679 Val loss: 0.777055, acc: 0.727--- 0.1862 seconds ---
15 / 1500 epochTrain loss: 0.769477, acc: 0.677 Val loss: 0.776829, acc: 0.727--- 0.1849 seconds ---
16 / 1500 epochTrain loss: 0.773010, acc: 0.657 Val loss: 0.761176, acc: 0.737--- 0.1877 seconds ---
17 / 1500 epochTrain loss: 0.761486, acc: 0.673 Val loss: 0.731089, acc: 0.727--- 0.1864 seconds ---
18 / 1500 epochTrain loss: 0.725061, acc: 0.686 Val loss: 0.704831, acc: 0.778--- 0.1869 seconds ---
19 / 1500 epochTrain loss: 0.725626, acc: 0.688 Val loss: 0.689179, acc: 0.778--- 0.1856 seconds ---
20 / 1500 epochTrain loss: 0.701997, acc: 0.706 Val loss: 0.680398, acc: 0.778--- 0.1856 seconds ---
21 / 1500 epochTrain loss: 0.703292, acc: 0.712 Val loss: 0.681896, acc: 0.758--- 0.1872 seconds ---
