0 / 1500 epochTrain loss: 1.278164, acc: 0.335 Val loss: 1.111976, acc: 0.384--- 0.3890 seconds ---
1 / 1500 epochTrain loss: 1.137522, acc: 0.406 Val loss: 1.097702, acc: 0.461--- 0.3557 seconds ---
2 / 1500 epochTrain loss: 1.067953, acc: 0.473 Val loss: 1.120011, acc: 0.463--- 0.3595 seconds ---
3 / 1500 epochTrain loss: 1.046722, acc: 0.494 Val loss: 1.118554, acc: 0.485--- 0.3557 seconds ---
4 / 1500 epochTrain loss: 1.021216, acc: 0.511 Val loss: 1.111535, acc: 0.481--- 0.3585 seconds ---
5 / 1500 epochTrain loss: 1.005142, acc: 0.517 Val loss: 1.102735, acc: 0.479--- 0.3621 seconds ---
6 / 1500 epochTrain loss: 0.989589, acc: 0.521 Val loss: 1.089345, acc: 0.491--- 0.3623 seconds ---
7 / 1500 epochTrain loss: 0.980940, acc: 0.529 Val loss: 1.079801, acc: 0.488--- 0.3634 seconds ---
8 / 1500 epochTrain loss: 0.974530, acc: 0.530 Val loss: 1.072309, acc: 0.490--- 0.3600 seconds ---
9 / 1500 epochTrain loss: 0.971675, acc: 0.533 Val loss: 1.068956, acc: 0.489--- 0.3592 seconds ---
10 / 1500 epochTrain loss: 0.969475, acc: 0.537 Val loss: 1.066419, acc: 0.486--- 0.3568 seconds ---
11 / 1500 epochTrain loss: 0.965852, acc: 0.539 Val loss: 1.066812, acc: 0.486--- 0.3555 seconds ---
12 / 1500 epochTrain loss: 0.963806, acc: 0.540 Val loss: 1.069732, acc: 0.485--- 0.3553 seconds ---
13 / 1500 epochTrain loss: 0.962618, acc: 0.545 Val loss: 1.071628, acc: 0.485--- 0.3586 seconds ---
14 / 1500 epochTrain loss: 0.961791, acc: 0.546 Val loss: 1.078776, acc: 0.484--- 0.3571 seconds ---
15 / 1500 epochTrain loss: 0.959179, acc: 0.549 Val loss: 1.084245, acc: 0.486--- 0.3589 seconds ---
16 / 1500 epochTrain loss: 0.957789, acc: 0.551 Val loss: 1.092647, acc: 0.485--- 0.3597 seconds ---
17 / 1500 epochTrain loss: 0.956986, acc: 0.554 Val loss: 1.099016, acc: 0.486--- 0.3578 seconds ---
18 / 1500 epochTrain loss: 0.955983, acc: 0.555 Val loss: 1.101815, acc: 0.487--- 0.3594 seconds ---
19 / 1500 epochTrain loss: 0.954810, acc: 0.556 Val loss: 1.102096, acc: 0.485--- 0.3585 seconds ---
