0 / 1500 epochTrain loss: 0.696196, acc: 0.487 Val loss: 0.669931, acc: 0.677--- 0.3868 seconds ---
1 / 1500 epochTrain loss: 0.665852, acc: 0.666 Val loss: 0.650212, acc: 0.689--- 0.3823 seconds ---
2 / 1500 epochTrain loss: 0.641110, acc: 0.712 Val loss: 0.632839, acc: 0.691--- 0.3814 seconds ---
3 / 1500 epochTrain loss: 0.618437, acc: 0.721 Val loss: 0.617708, acc: 0.692--- 0.3801 seconds ---
4 / 1500 epochTrain loss: 0.597988, acc: 0.724 Val loss: 0.606542, acc: 0.698--- 0.3827 seconds ---
5 / 1500 epochTrain loss: 0.581307, acc: 0.726 Val loss: 0.600668, acc: 0.701--- 0.3795 seconds ---
6 / 1500 epochTrain loss: 0.571522, acc: 0.731 Val loss: 0.601450, acc: 0.710--- 0.3787 seconds ---
7 / 1500 epochTrain loss: 0.568432, acc: 0.735 Val loss: 0.606439, acc: 0.715--- 0.3800 seconds ---
8 / 1500 epochTrain loss: 0.568164, acc: 0.739 Val loss: 0.610097, acc: 0.718--- 0.3767 seconds ---
9 / 1500 epochTrain loss: 0.569201, acc: 0.743 Val loss: 0.610271, acc: 0.722--- 0.3792 seconds ---
10 / 1500 epochTrain loss: 0.567980, acc: 0.747 Val loss: 0.605632, acc: 0.726--- 0.3789 seconds ---
11 / 1500 epochTrain loss: 0.564350, acc: 0.750 Val loss: 0.599333, acc: 0.736--- 0.3780 seconds ---
12 / 1500 epochTrain loss: 0.556410, acc: 0.757 Val loss: 0.590857, acc: 0.744--- 0.3800 seconds ---
13 / 1500 epochTrain loss: 0.552949, acc: 0.760 Val loss: 0.584564, acc: 0.745--- 0.3776 seconds ---
14 / 1500 epochTrain loss: 0.546022, acc: 0.763 Val loss: 0.580434, acc: 0.750--- 0.3821 seconds ---
15 / 1500 epochTrain loss: 0.542973, acc: 0.768 Val loss: 0.578179, acc: 0.755--- 0.3762 seconds ---
16 / 1500 epochTrain loss: 0.544295, acc: 0.770 Val loss: 0.577567, acc: 0.755--- 0.3765 seconds ---
17 / 1500 epochTrain loss: 0.543612, acc: 0.772 Val loss: 0.578057, acc: 0.751--- 0.3795 seconds ---
